set,id,verdict,note,topic,sheet,row,col
webp,ffct-10169,off-topic,"lure attracts prey, not mates",light for finding mates,,2,0
webp,ffct-10190,text,growth plate labels,growth plates allow bones to lengthen in children,,3,3
webp,ffct-10205,off-topic,not captive breeding,Captive breeding helps save the species,,1,1
webp,ffct-10211,text,labels baked in,accidental double dosing,,2,0
webp,ffct-10218,text,labels baked in,The body needs oxygen to burn glucose for energy,,2,3
webp,ffct-10244,off-topic,only one pattern shown,The three main fingerprint patterns,,2,1
webp,ffct-10271,off-topic,wrong subject,rarely spreads person to person,,2,0
webp,ffct-10321,off-topic,adult not nymph,wing development in nymphs,,3,0
webp,ffct-10373,off-topic,"colored pencils, not body",Human Body,,0,3
webp,ffct-10384,off-topic,"thermometer, not immunity",Human Immunity,,1,3
webp,ffct-10402,off-topic,adult echinoderm not larva,echinoderm larvae are symmetrical,,0,1
webp,ffct-10414,text,VET text on uniform,some people get rabies vaccine before any bite,,2,2
webp,ffct-10461,text,baked-in label,who is the father of immunology,,2,2
webp,ffct-10469,off-topic,wrong subject,when was the first vaccine made,,3,2
webp,ffct-10526,text,baked-in label text,measles vaccine,,2,1
webp,ffct-10549,off-topic,acetaminophen not TB medicine,TB medicine must be taken about six months,,2,0
webp,ffct-10645,off-topic,vaccine not Bordetella bacteria,whooping cough pertussis caused by Bordetella bacteria,,3,1
webp,ffct-10685,text,iodized salt label baked in,the body needs only a tiny amount of iodine,,0,1
webp,ffct-10933,text,blood bag labels baked in,blood must be matched before transfusion,,3,1
webp,ffct-10960,off-topic,snake globe not circulatory system,Human Circulatory System,,2,3
webp,ffct-10970,off-topic,deer shows no recovery,Animals can recover with help,,0,0
webp,ffct-11061,off-topic,tiger alone no Red List,IUCN Red List tracks species,,0,0
webp,ffct-11063,off-topic,animal alone no protected area,Protected areas keep habitats safe,,0,1
webp,ffct-11079,off-topic,shows dream not forgetting,why we forget our dreams,,2,2
webp,ffct-11084,off-topic,lizard alone no taxonomy,scientific names for warm-blooded and cold-blooded,,3,0
webp,ffct-11102,off-topic,growth chart no stunting,stunting in the Philippines,,1,3
webp,ffct-11108,text,baked-in safety seal text,Safety seal shows the medicine is unopened,,2,2
webp,ffct-11132,off-topic,shows rice grains not hulls,rice hull used as fuel and soil amendment,,1,2
webp,ffct-11144,off-topic,syringe alone no mechanism,how vaccines work,,2,3
webp,ffct-11149,text,baked-in insulin label,who discovered insulin,,3,2
webp,ffct-11152,off-topic,avocado is fat not protein,protein as backup energy,,3,3
webp,ffct-11183,off-topic,tincture opii wrong medicine,TB medicine may cause minor side effects,,3,3
webp,ffct-11237,off-topic,hummingbird no egg shown,which bird lays the smallest egg,,3,1
webp,ffct-11267,off-topic,magnifying glass no taxonomy,who created the system for naming species,,3,0
webp,ffct-11272,off-topic,water drop not insulin,insulin lowers blood sugar,,0,0
webp,ffct-11277,off-topic,ant on leaf not blood clot,Why a clot looks dark red,,0,3
webp,ffct-11281,text,baked-in vaccine label,When children get the measles vaccine,,1,1
webp,ffct-11305,text,baked-in insulin label,diabetes and insulin,,0,2
webp,ffct-11357,off-topic,syringe alone no history,history of the first vaccine,,3,2
webp,ffct-11389,text,RIBOSOME label baked in,ribosomes make proteins,,2,2
webp,ffct-11431,text,drug label text baked in,TB is curable with medicine,,2,2
webp,ffct-11563,text,EpiPen label text baked in,Adrenaline as medicine in an EpiPen for allergies,,0,3
webp,ffct-11707,off-topic,smiley tooth not dentist visit,visit the dentist,,2,1
webp,ffct-11753,text,vaccine label text baked in,solar refrigerators for vaccines,,2,2
webp,ffct-11878,text,product label text,who named vitamins,,3,3
webp,ffct-12095,off-topic,shows shell not genetics,recessive trait needs two alleles,,2,0
webp,ffct-12184,text,anatomical labels baked in,bones are living tissue with cells,,2,3
webp,ffct-12211,off-topic,shark not parasite,misconception that the host is helped too,,1,2
webp,ffct-12219,off-topic,microscope not naming,shortening the genus after first use,,3,1
webp,ffct-12278,off-topic,only neuron shown,Endocrine versus nervous system speed comparison,,3,1
webp,ffct-12343,off-topic,nail not joint,How tetanus bacteria cause the disease,,2,2
webp,ffct-12367,text,labels baked in,air from the lungs makes your voice,,1,0
webp,ffct-12452,text,labels baked in,Skin and fat cushion organs from bumps,,0,3
webp,ffct-12482,text,vaccine label baked in,who created the first vaccine,,3,3
webp,ffct-12493,text,bottle text baked in,expiration date,,1,0
webp,ffct-12765,text,drug labels baked in,drug interactions,,2,1
webp,ffct-12958,off-topic,bee not candles,Fiesta Candles,,0,0
webp,ffct-13001,text,medicine label text,Medicine is not candy even if it looks like it,,1,2
webp,ffct-13037,text,labels baked in,vaccines must be kept cold,,0,3
webp,ffct-13057,text,numbers baked in,low blood sugar is dangerous,,2,3
webp,ffct-13071,text,label baked in,vaccines train the immune system,,0,2
webp,ffct-13084,off-topic,eye not genotype phenotype,genotype vs phenotype,,1,3
webp,ffct-13122,off-topic,no swelling shown,Where the swelling appears on the face,,0,1
webp,ffct-13224,off-topic,brain not blood energy,low energy in the blood helps trigger hunger,,0,0
webp,ffct-13243,text,label baked in,diabetes,,2,1
webp,ffct-13281,text,label baked in,Philippine immunization schedule for children,,2,3
webp,ffct-13357,off-topic,horn not comparison,"Hair, feathers, claws and scales are cousins",,1,3
webp,ffct-13393,off-topic,kidney not adrenaline,adrenaline,,0,3
webp,ffct-13412,off-topic,eye not traits,inherited versus learned traits,,2,3
webp,ffct-13466,off-topic,fist hides joints,finger joints,,2,2
webp,ffct-13525,text,vaccine label baked in,rabies vaccine after animal bite,,1,1
webp,ffct-13538,text,skin layer labels baked in,skin as a barrier against germs,,3,0
webp,ffct-13582,off-topic,single deer shows no capacity,carrying capacity definition,,2,1
webp,ffct-13598,text,vaccine label baked in,Vaccines are tested before being used,,3,1
webp,ffct-13633,off-topic,snail does not show infection,long-term untreated infection harms growth and organs,,3,3
webp,ffct-13659,off-topic,shows external starfish only,echinoderm internal skeleton of plates,,2,3
webp,ffct-13663,off-topic,rat not bacteria or organs,leptospirosis bacteria damage kidneys and liver,,3,1
webp,ffct-13691,text,food labels baked in,what bacteria need to grow,,2,0
webp,ffct-13724,off-topic,anglerfish does not show metabolism,slow metabolism saves energy,,2,1
webp,ffct-13752,text,drug label baked in,read label each time,,2,1
webp,ffct-13795,text,centrifuge label baked in,Centrifuge,,2,2
webp,ffct-13803,text,vaccine label baked in,vaccines prevent rather than cure,,3,1
webp,ffct-13807,text,marine area label baked in,MPAs help fishers long-term,,3,3
webp,ffct-13816,off-topic,shrimp does not show red light,red color invisible in deep,,0,2
webp,ffct-13905,off-topic,only adult insect,Insect Life Cycles,,0,1
webp,ffct-13907,off-topic,animal not causes,causes of endangerment,,0,2
webp,ffct-13911,off-topic,no roots shown,cactus roots spread wide and shallow,,1,0
webp,ffct-13912,off-topic,not cave moisture,cave animals need constant moisture,,1,1
webp,ffct-13925,off-topic,mold not bacteria,signs that bacteria have spoiled food smell color slime,,2,2
webp,ffct-13977,text,vaccine label text,adjuvants and booster doses,,0,2
webp,ffct-13983,text,tonsils label,tonsils are lymphatic tissue,,1,1
webp,ffct-14050,text,book text visible,what famous book did Quisumbing write,,0,1
webp,ffct-14066,text,prescription label text,do not self-medicate,,2,3
webp,ffct-14082,text,medicine label text,must finish full course of TB medicine,,0,2
webp,ffct-14084,text,cough syrup label,active ingredient,,0,3
webp,ffct-14140,text,anatomy labels,air sacs connect to hollow bones,,3,3
webp,ffct-14146,text,peristalsis labels,peristalsis pushes food,,0,3
webp,ffct-14201,text,sanitizer label text,Alcohol kills the virus,,3,0
webp,ffct-14240,text,vaccine label text,Vaccines must be kept cold to work,,0,1
webp,ffct-14241,off-topic,snail unrelated to disease,What the disease does inside the body,,0,2
webp,ffct-14312,off-topic,shows one elephant not two kinds,two main kinds of elephants,,0,0
webp,ffct-14362,off-topic,shows plant not blood iron,iron and healthy blood,,1,0
webp,ffct-14383,off-topic,frog unrelated to warts,Wart Transmission,,2,3
webp,ffct-14397,off-topic,pufferfish not freezing response,Body freezes but mind stays awake,,1,0
webp,ffct-14402,text,heart chamber labels,Left ventricle is the strongest chamber,,1,2
webp,ffct-14417,text,eye diagram labels,the lens changes shape to focus near and far,,3,3
webp,ffct-14424,text,food pyramid text labels,few top predators,,0,3
webp,ffct-14447,text,vaccine bottle text,smallpox eradication by vaccines,,3,1
webp,ffct-14506,text,vaccine bottle text,hepatitis B vaccine protects,,3,2
webp,ffct-14730,text,product label text,Sunscreen Protection,,0,2
webp,ffct-14780,off-topic,shows colugo not digestion,two strategies for leaf digestion rumen vs hindgut,,2,0
webp,ffct-14872,text,vaccine label text,purifying and bottling vaccines,,1,1
webp,ffct-14884,text,anatomical label baked in,epiglottis covers larynx when swallowing,,2,3
webp,ffct-14900,text,spoon label text,dose depends on age and weight,,0,3
webp,ffct-14920,text,matter labels baked in,what is matter,,2,3
webp,ffct-14924,text,scale labels baked in,mass volume and weight,,3,0
webp,ffct-14929,text,state labels baked in,particle nature of matter,,3,3
webp,ffct-14931,text,element names baked in,atoms and elements,,0,0
webp,ffct-14933,text,temperature labels baked in,heat and particle motion,,0,2
webp,ffct-14934,text,category labels baked in,elements compounds mixtures,,0,3
webp,ffct-14949,text,dry ice label baked in,sublimation basics,,2,1
webp,ffct-14973,text,force labels baked in,float when buoyant force equals weight,,0,2
webp,ffct-14977,text,water labels baked in,warm water is less dense than cold water,,1,0
webp,ffct-14981,text,pressure labels baked in,air pressure is higher near the ground,,1,2
webp,ffct-14982,text,pressure labels baked in,air moves from high to low pressure,,1,3
webp,ffct-14992,text,gauge labels baked in,bigger pressure difference makes stronger wind,,3,3
webp,ffct-14994,text,no air label baked in,vacuum has no air pressure,,0,0
webp,ffct-14995,text,pressure labels baked in,suction cup held by air pressure,,0,1
webp,ffct-15000,text,vinegar label baked in,acids taste sour,,1,1
webp,ffct-15015,text,color labels baked in,indicators change color,,3,3
webp,ffct-15016,text,100 pieces text,there are about 100 elements,,0,0
webp,ffct-15019,text,chemical names baked in,compounds have new properties,,0,1
webp,ffct-15030,text,soil pH label baked in,soil pH affects plants,,2,0
webp,ffct-15045,text,material labels baked in,alloys are mixtures of metals,,1,2
webp,ffct-15094,text,dates and text,plastic is a fairly recent invention,,1,3
webp,ffct-15132,text,Chinese characters,paper was invented in ancient China,,0,0
webp,ffct-15135,text,calendar years,trees for paper take years to grow,,0,2
webp,ffct-15138,off-topic,rabbit not soap,soap molecule has two ends,,0,3
webp,ffct-15140,text,SOAP GREASE labels,hydrophobic tail of soap,,1,1
webp,ffct-15141,text,OIL label,soap traps grease in a ball,,1,2
webp,ffct-15144,text,SOAP label,soap and detergent are surfactants,,2,1
webp,ffct-15146,text,LYE label,soap is made from fat and lye,,2,3
webp,ffct-15147,text,labels baked in,detergent works in hard water unlike soap,,3,0
webp,ffct-15155,text,PETROLEUM labels,detergents are man-made from petroleum,,0,3
webp,ffct-15157,text,WATER SAVED badge,too much soap is hard to rinse,,1,0
webp,ffct-15162,text,explanatory labels,rust is iron oxide,,2,1
webp,ffct-15164,text,banner labels,both air and water needed,,2,2
webp,ffct-15175,text,labels baked in,corrosion definition,,1,0
webp,ffct-15178,text,ALUMINUM label,aluminum resists corrosion,,1,2
webp,ffct-15180,text,SODIUM CHLORINE,what salt is made of,,2,0
webp,ffct-15196,text,SODIUM METAL labels,table salt is a compound,,3,3
webp,ffct-15197,text,calendar years,why gold is used for jewelry,,0,0
webp,ffct-15200,text,BAGOONG PATIS labels,salted bagoong and patis,,0,3
webp,ffct-15205,text,IODIZED label,iodized salt,,1,1
webp,ffct-15206,text,SALTY FRESH labels,separating salt from a mixture,,1,2
webp,ffct-15213,text,FIXED EDGE labels,solids have fixed shape and volume,,2,3
webp,ffct-15238,text,ID CARD labels,protons decide which element,,3,1
webp,ffct-15252,text,atom molecule words,atom versus molecule,,1,2
webp,ffct-15256,text,CARBON label,atomic number identifies an element,,2,0
webp,ffct-15262,text,METALS labels,metalloids,,2,3
webp,ffct-15267,text,CANNOT BE SPLIT,elements are basic substances,,3,2
webp,ffct-15272,text,Atomic Mass text,atomic mass shown on the table,,0,2
webp,ffct-15275,text,Helium name text,helium properties,,1,1
webp,ffct-15284,text,DANGER label,strong acids and bases are dangerous,,1,3
webp,ffct-15293,text,CONCENTRATED DILUTE,concentrated and dilute solutions,,3,0
webp,ffct-15321,text,BEFORE AFTER text,mass is conserved in physical and chemical changes,,2,0
webp,ffct-15328,text,matter word,mass is the amount of matter,,3,2
